NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
,d. circumcisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,  -    , -   , -   , -   , 1 , 1 ,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 2 , -   , -   , -   , 2 , 2 ,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , 1 , 1 , 2 , -   , -   , -   , -   , -   , -   ,  -    , -   , 4 , -   , -   , -   , 4 , 6 ,,,,,,,,,,,,,,,,,,,,,
,f. Other , 8 ,, 1 , 9 , -   , -   , -   , -   , -   , -   ,  -    , -   , 6 , -   , -   , -   , 6 , 15 ,,,,,,,,,,,,,,,,,,,,,
TOTAL,, 41 , 19 , 10 , 70 , -   , -   , -   , -   , -   , -   , 10 , -   , 316 , -   , -   , -   , 326 , 396 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , 4 , 1 , -   , 24 , 12 , -   , 41 , -   , -   , 41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , 1 , 1 , -   , 9 , 1 , -   , 12 , -   , -   , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , 1 , -   , -   , 1 , 1 , 1 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , 6 , -   , -   , 6 , -   , -   , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , 27 , 6 , -   , 33 , -   , -   , 33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , 7 , -   , -   , 7 , -   , -   , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , 284 , 1 , -   , 285 , -   , -   , 285 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , 6 , -   , -   , 47 , 9 , -   , 62 , -   , -   , 62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , 2 , 3 , -   , 26 , -   , -   , 31 , -   , -   , 31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , 3 , 5 , -   , 7 , -   , -   , 15 , 1 , 1 , 16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , 11 , -   , -   , 11 , -   , -   , 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , 9 , -   , -   , 3 , 4 , -   , 16 , -   , -   , 16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , 1 , 26 , -   , 3 , 1 , -   , 31 , -   , -   , 31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , 25 , 29 , -   , 17 , 10 , -   , 81 , -   , -   , 81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , 2 , 10 , -   , 6 , -   , -   , 18 , -   , -   , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , 2 , -   , -   , 1 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , 10 , -   , 1 , 2 , -   , 13 , -   , -   , 13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , 7 , -   , 15 , 1 , -   , 23 , -   , -   , 23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , 1 , 10 , -   , 11 , -   , -   , 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , 13 , -   , -   , 10 , 18 , -   , 41 , -   , -   , 41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , 3 , 1 , -   , 16 , 2 , -   , 22 , -   , -   , 22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , 45 , -   , -   , 156 , 7 , -   , 208 , -   , -   , 208 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , 5 , 4 , -   , 15 , 6 , -   , 30 , -   , -   , 30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , 1 , 24 , -   , 14 , -   , -   , 39 , -   , -   , 39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   , 2 , 18 , -   , 4 , -   , -   , 24 , 10 , 10 , 34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, -   , 13 , 15 , -   , 11 , 99 , -   , 138 , -   , -   , 138 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , 1 , 4 , -   , 12 , -   , -   , 17 , -   , -   , 17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , 2 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , 8 , -   , -   , 3 , 7 , -   , 18 , -   , -   , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , 3 , -   , -   , 25 , -   , -   , 28 , -   , -   , 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , 2 , 150 , -   , 3 , -   , -   , 155 , -   , -   , 155 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, -   , 86 , 300 , -   , 109 , 40 , -   , 535 , 4 , 4 , 539 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , 3 , -   , -   , 1 , -   , -   , 4 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , 1 , -   , -   , 1 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , -   , -   , -   , 25 , 2 , -   , 27 , -   , -   , 27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , 1 , 1 , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , 5 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , 1 , -   , 4 , 11 , -   , 16 , -   , -   , 16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , 41 , -   , -   , 41 , -   , -   , 41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , 5 , -   , -   , -   , -   , -   , 5 , 2 , 2 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , 37 , -   , -   , 12 , 6 , -   , 55 , -   , -   , 55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , 1 , 5 , -   , 17 , 16 , -   , 39 , -   , -   , 39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , 4 , 7 , -   , -   , 4 , -   , 15 , -   , -   , 15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , -   , 7 ," 1,578 ", -   , 20 , 12 , -   ," 1,617 ", -   , -   ," 1,617 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, -   , 296 ," 2,200 ", -   ," 1,004 ", 288 , -   ," 3,788 ", 18 , 18 ," 3,806 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calfornia Area No Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Plains Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Great Plains Area Indian Health Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , 9 , -   , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 ,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , 2 , -   , -   , -   , 4 , -   , 2 , 69 , -   , -   , 77 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 77 ,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , 2 , 2 , 6 , -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,,,,,,,,
,g. Cardiology Consults, -   , -   , -   , -   , -   , -   , -   , 18 ,, 1 , -   , 19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19 ,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , 2 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,"f. other (consults, etc.)", -   , 2 , 10 , 1 , 5 , 6 , 24 , 7 , 58 , 2 , -   , 115 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 115 ,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , 1 , 1 , -   , -   , 22 , 2 , 1 , 1 ,, -   , 28 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 28 ,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , 4 , 8 , -   , 1 , 59 , 5 ,, 3 ,, -   , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 80 ,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , 17 , 2 , -   , -   , -   , 35 , 7 , 42 , 4 , -   , 107 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 107 ,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , 2 , 8 , -   , -   , -   ,, 12 ,, 1 , -   , 23 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 23 ,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , 2 , -   , -   , -   , -   , 6 ,, 2 ,, -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , 1 , -   , -   , -   ,,,,, -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , 1 , -   , -   , -   , 5 , 39 , 2 , 3 ,, -   , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 50 ,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , 1 , 1 ,,, -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , 1 ,,,, -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , 14 , -   , -   , 8 , 12 , 6 , 73 ,, -   , 113 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 113 ,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , 3 , 1 , -   , -   , 12 , 5 , 7 , 31 ,, -   , 59 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 59 ,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , 11 , -   , 1 , 8 , 11 , 21 , 49 , 8 , -   , 109 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 109 ,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , -   , -   , -   , 2 , 11 , 7 , 51 ,, -   , 71 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 71 ,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , 7 , -   , 1 , -   , 30 , 17 , 17 , 26 , 3 , -   , 101 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 101 ,,,,,,,,,,,,,,,,,
,m. podiatry, -   , 6 , 8 , -   , 1 , -   , 9 , 6 , 25 , 2 , -   , 57 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 57 ,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , 1 , -   , -   , -   , 1 , 1 ,,,, -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 ,,,,,,,,,,,,,,,,,
,o. other, -   , 24 , 37 , -   , 2 , 24 ,,, 83 ,, -   , 170 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 170 ,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , -   , -   , 3 , 2 ,, 1 ,, -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 ,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , 1 ,,,,, -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic(Consults), -   , -   , 1 , -   , -   , 6 , 2 , 15 ,,, -   , 24 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 24 ,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , 1 , -   , -   , -   ,,, 5 ,,, -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 ,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , 2 , -   , -   , 8 ,, 1 , 6 ,, -   , 17 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 17 ,,,,,,,,,,,,,,,,,
,c. other orthopedic (Consults), -   , -   , -   , -   , 21 , 53 , 51 , 118 , 179 , 5 , -   , 427 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 427 ,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , 3 , -   , 1 , -   , 1 , 4 ,,,, -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 ,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , 5 , -   , -   , -   , -   , 21 ,, 4 ,, -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 ,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , 3 , -   , -   , -   , -   ,,, 6 ,, -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 ,,,,,,,,,,,,,,,,,
,d. other, -   , 12 , -   , -   , -   , -   ,, 2 , 9 ,, -   , 23 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 23 ,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , 2 , 2 , -   , -   , 2 , 1 , 1 , 4 ,, -   , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 ,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , 1 ,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , 4 ,, -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , -   ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , 5 ,, -   , 2 , -   , 31 , 3 , 9 , 1 , -   , 51 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 51 ,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , 2 ,, -   , -   , -   , 8 ,,, -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , 2 , 4 , -   , -   , 18 , 16 , 3 , 30 , 1 , -   , 74 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 74 ,,,,,,,,,,,,,,,,,
,f. Other  (Consults), -   , 2 , 2 , -   , -   , 4 , 14 , 9 , 22 , 4 , -   , 57 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 57 ,,,,,,,,,,,,,,,,,
TOTAL,, -   , 116 , 115 , 3 , 33 , 277 , 334 , 273 , 801 , 32 , -   ," 1,984 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,984 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nashville Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville Area,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal PRC Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , 3 ,,, 3 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , 1 ,,, 1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , 1 ,,, 1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , 1 ,,, 1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", 4 , -   , -   , -   , -   , -   , 4 , 12 ,,, 12 , 16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, 1 , -   , -   , -   , -   , -   , 1 , 7 ,,, 7 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), 3 , -   , -   , -   , -   , -   , 3 , -   ,,, -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", 2 , -   , -   , -   , -   , -   , 2 , -   ,,, -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
