OPO_CTR_CD,OPO_CTR_TY,PROVIDER_NUM,PROVIDER_MBR_TY,ALU_ID,HOSPITAL_NAME,HOSPITAL_ZIP,TIME_ZONE,LONGITUDE,LATITUDE,ACTIVE_FLG,CHG_DT
MNOP,OP1,240007,NMB,,Avera Marshall Regional Medical Center,56258,2,-95.77635,44.44883,1,9/25/18
MNOP,OP1,240008,NMB,,Saint Elizabeth's Medical Center,55981,2,-92.04445433,44.38454757,1,9/25/18
MNOP,OP1,240009,NMB,,TRACY MUNICIPAL HOSP,56175,2,-95.60682356,44.23194471,1,10/7/20
MNOP,OP1,240010,TX1,,Mayo Clinic Hospital -- Rochester,55902,2,-92.48209,44.02135,1,9/25/18
MNOP,OP1,240011,NMB,,Glencoe Regional Health Services,55336,2,-94.1517692,44.77763203,1,9/25/18
MNOP,OP1,240013,NMB,,St. Gabriel's Hospital,56345,2,-94.36197,45.96725,1,9/25/18
MNOP,OP1,240014,NMB,,Northfield Hospital,55057,2,-93.19189,44.47379,1,9/25/18
MNOP,OP1,240016,NMB,,St. Joseph's Area Health Services (Park Rapids),56470,2,-95.062393,46.916109,1,9/25/18
MNOP,OP1,240017,NMB,,Sanford Medical Center Thief River Falls,56701,2,-96.195145,48.084538,1,9/25/18
MNOP,OP1,240018,NMB,,Mayo Clinic Health System Red Wing,55066,2,-92.57242,44.56021,1,9/25/18
MNOP,OP1,24001F,VA1,,Minneapolis VA Health Care System,55417,2,-93.20384697,44.90185392,1,9/25/18
MNOP,OP1,240020,NMB,,Cambridge Medical Center,55008,2,-93.22967,45.56638,1,9/25/18
MNOP,OP1,240021,NMB,,Minnesota Valley Health Center,56058,2,-93.915308,44.45417,1,9/25/18
MNOP,OP1,240022,NMB,,Sanford Worthington,56187,2,-95.59903,43.62176,1,9/25/18
MNOP,OP1,240023,NMB,,River's Edge Hospital and Clinics,56082,2,-93.97283,44.34934,1,9/25/18
MNOP,OP1,240025,NMB,,Tri-County Health Care,56482,2,-95.13323,46.44684,1,9/25/18
MNOP,OP1,240026,NMB,,ST ANSGAR HOSP,56560,2,-96.74472,46.89012,0,9/25/18
MNOP,OP1,240027,NMB,,Glacial Ridge Heath System,56334,2,-95.38919,45.64647,1,9/25/18
MNOP,OP1,240029,NMB,,St. Francis Healthcare Campus (Breckenridge),56520,2,-96.58906,46.28994,1,9/25/18
MNOP,OP1,24002F,NMB,,VA HOSP St Cloud,56303,2,-94.215046,45.572708,1,10/7/20
MNOP,OP1,240030,NMB,,Douglas County Hospital,56308,2,-95.37546,45.87369,1,9/25/18
MNOP,OP1,240031,NMB,,CentraCare Health System - Sauk Centre,56378,2,-94.95615,45.745823,1,9/25/18
MNOP,OP1,240036,NMB,,St. Cloud Hospital,56303,2,-94.17021,45.57538,1,9/25/18
MNOP,OP1,240037,NMB,,Mayo Clinic Health System New Prague,56071,2,-93.57401,44.54614,1,9/25/18
MNOP,OP1,240038,NMB,,United Hospital (St. Paul),55102,2,-93.1082,44.94274,1,9/25/18
MNOP,OP1,240039,NMB,,UNKNOWN,,,,,0,3/8/18
MNOP,OP1,240040,NMB,,Fairview Range Medical Center (Mesabi),55746,2,-92.930539,47.408605,1,9/25/18
MNOP,OP1,240041,NMB,,RiverView Health,56716,2,-96.61698,47.77334,1,9/25/18
MNOP,OP1,240043,NMB,,Mayo Clinic Health System Albert Lea,56007,2,-93.37266,43.652464,1,9/25/18
MNOP,OP1,240044,NMB,,Winona Health Services,55987,2,-91.623741,44.03345,1,9/25/18
MNOP,OP1,240045,NMB,,Community Memorial Hospital (Cloquet),55720,2,-92.46211295,46.73176206,1,9/25/18
MNOP,OP1,240046,NMB,,BETHESDA LUTHERAN HOSPITAL,55103,2,-93.10252,44.9584,1,10/7/20
MNOP,OP1,240047,NMB,,St. Luke's Hospital (Duluth),55805,2,-92.08781,46.79686,1,9/25/18
MNOP,OP1,240048,NMB,,MOUNDS PARK HOSP,55106,2,-93.052916,44.957208,0,9/25/18
MNOP,OP1,240049,IT1,,"UMMC, Fairview, University, East Bank Campus",55455,2,-93.23146,44.971024,0,10/21/20
MNOP,OP1,240049,NMB,,"UMMC, Fairview, University, East Bank Campus",55455,2,-93.23146,44.971024,1,10/21/20
MNOP,OP1,240049,TX1,,"UMMC, Fairview, University, West Bank Campus",55454,2,-93.23695,44.96628,1,10/12/20
MNOP,OP1,240050,NMB,,FAIRVIEW LAKES REGIONAL MEDICAL CENTER,55092,2,-92.99999,45.32175,1,10/7/20
MNOP,OP1,240051,NMB,,Lake View Memorial Hosp (Two Harbors),55616,2,-91.66635717,47.02970875,1,9/25/18
MNOP,OP1,240052,NMB,,Lake Region Healthcare,56537,2,-96.07329,46.27667,1,9/25/18
MNOP,OP1,240053,NMB,,Methodist Hospital (St. Louis Park),55426,2,-93.364268,44.932577,1,9/25/18
MNOP,OP1,240055,NMB,,MIDWAY HOSPITAL,55104,2,-93.160531,44.955483,0,9/25/18
MNOP,OP1,240056,NMB,,Ridgeview Medical Center,55387,2,-93.79332,44.84297,1,9/25/18
MNOP,OP1,240058,NMB,,Essentia Health-Sandstone,55072,2,-92.885391,46.118904,1,9/25/18
MNOP,OP1,240059,NMB,,Regina Medical Center,55033,2,-92.87368,44.74722,1,9/25/18
MNOP,OP1,240061,TX1,,ROCHESTER METHODIST HOSP,55902,2,-92.4923,44.0004,0,9/25/18
MNOP,OP1,240063,NMB,,St. Joseph's Hospital (St. Paul),55102,2,-93.100537,44.948315,1,9/25/18
MNOP,OP1,240064,NMB,,Grand Itasca Clinic and Hospital,55744,2,-93.55806,47.22287,1,9/25/18
MNOP,OP1,240065,NMB,,Essentia Health-Graceville,56240,2,-96.43398,45.56289,1,9/25/18
MNOP,OP1,240066,NMB,,Lakeview Hospital (Stillwater),55082,2,-92.818465,45.047856,1,9/25/18
MNOP,OP1,240069,NMB,,Owatonna Hospital,55060,2,-93.25131,44.11197,1,9/25/18
MNOP,OP1,240071,NMB,,DISTRICT ONE HOSPITAL,55021,2,-93.25614,44.2884,1,10/7/20
MNOP,OP1,240072,NMB,,Rainy Lake Medical Center,56649,2,-93.43173,48.59492,1,9/25/18
MNOP,OP1,240073,NMB,,Murray County Medical Center,56172,2,-95.7594,43.99282,1,9/25/18
MNOP,OP1,240075,NMB,,Essentia Health St. Joseph's Medical Center (Brainerd),56401,2,-94.20572,46.3616,1,9/25/18
MNOP,OP1,240076,NMB,,BUFFALO MEMORIAL HOSPITAL,55313,2,-93.87130109,45.19324733,1,9/25/18
MNOP,OP1,240077,NMB,,Sanford Canby Medical Center,56220,2,-96.27772025,44.70771194,1,9/25/18
MNOP,OP1,240078,NMB,,Fairview Southdale Hospital (Edina),55435,2,-93.32647,44.8864,1,9/25/18
MNOP,OP1,240079,NMB,,Essentia Health-Fosston,56542,2,-95.73915,47.57104,1,9/25/18
MNOP,OP1,240080,NMB,,FAIRVIEW AND DEACONESS HOSP,55454,2,-93.2446,44.9644,0,9/25/18
MNOP,OP1,240081,NMB,,ST MARYS HOSP (MINNEAPOLIS),55454,2,-93.244559,44.964379,0,9/25/18
MNOP,OP1,240082,NMB,,Chippewa County Montevideo Hospital,56265,2,-95.71338,44.95312,1,9/25/18
MNOP,OP1,240083,NMB,,New Ulm Medical Center,56073,2,-94.4768,44.31346,1,9/25/18
MNOP,OP1,240084,NMB,,Essentia Health-Virginia,55792,2,-92.550455,47.530777,1,9/25/18
MNOP,OP1,240085,NMB,,North Valley Health Center,56762,2,-96.77317428,48.19030497,1,9/25/18
MNOP,OP1,240086,NMB,,Riverwood Healthcare Center,56431,2,-93.69683804,46.52750647,1,9/25/18
MNOP,OP1,240087,NMB,,Stevens Community Medical Center,56267,2,-95.90506254,45.58536165,1,9/25/18
MNOP,OP1,240088,NMB,,Rice Memorial Hospital (Willmar),56201,2,-95.04603,45.11993,1,9/25/18
MNOP,OP1,240089,NMB,,Mayo Clinic Health System Cannon Falls,55009,2,-92.89981346,44.48611571,1,9/25/18
MNOP,OP1,240090,NMB,,Mayo Clinic Health System Lake City,55041,2,-92.28416312,44.45821722,1,9/25/18
MNOP,OP1,240093,NMB,,Mayo Clinic Health System Mankato,56001,2,-93.983291,44.163896,1,9/25/18
MNOP,OP1,240094,NMB,,CentraCare Health Systems - Monticello,55362,2,-93.77871374,45.3000138,1,9/25/18
MNOP,OP1,240096,NMB,,Sanford Bagley Medical Center,56621,2,-95.40205,47.52622,1,9/25/18
MNOP,OP1,240098,NMB,,LakeWood Health Center (Baudette),56623,2,-94.600212,48.70666,1,9/25/18
MNOP,OP1,240099,NMB,,Hendricks Community Hospital Association,56136,2,-96.42082166,44.50599257,1,9/25/18
MNOP,OP1,240100,NMB,,Sanford Bemidji Medical Center,56601,2,-94.89814,47.5049,1,9/25/18
MNOP,OP1,240101,NMB,,Essentia Health-St. Mary's-Detroit Lakes,56501,2,-95.8447,46.81566,1,9/25/18
MNOP,OP1,240102,NMB,,Sanford Jackson Medical Center,56143,2,-95.0039,43.6245,1,9/25/18
MNOP,OP1,240103,NMB,,Perham Health,56573,2,-95.593566,46.59433,1,9/25/18
MNOP,OP1,240104,NMB,,St. Francis Regional Medical Center (Shakopee),55379,2,-93.50154,44.7708,1,9/25/18
MNOP,OP1,240106,NMB,,Regions Hospital,55101,2,-93.09423,44.95594,1,9/25/18
MNOP,OP1,240107,NMB,,Swift County-Benson Hospital,56215,2,-95.60833,45.31451,1,9/25/18
MNOP,OP1,240108,NMB,,Johnson Memorial Health Services,56232,2,-96.06688755,44.93102281,1,9/25/18
MNOP,OP1,240109,NMB,,Prairie Ridge Hospital,56531,2,-95.95711767,45.99214694,1,9/25/18
MNOP,OP1,240110,NMB,,CentraCare Health Systems - Melrose,56352,2,-94.82293499,45.67494011,1,9/25/18
MNOP,OP1,240111,NMB,,Ortonville Area Health Services,56278,2,-96.446066,45.315262,1,9/25/18
MNOP,OP1,240112,NMB,,Sanford Medical Center Wheaton,56296,2,-96.50059911,45.80819832,1,9/25/18
MNOP,OP1,240114,NMB,,Essentia Health-Ada,56510,2,-96.53030227,47.29787954,1,9/25/18
MNOP,OP1,240115,NMB,,Mercy Hospital (Coon Rapids),55433,2,-93.36992,45.18351,1,9/25/18
MNOP,OP1,240116,NMB,,Appleton Area Health Services,56208,2,-96.009025,45.199877,1,9/25/18
MNOP,OP1,240117,NMB,,Mayo Clinic Health System Austin,55912,2,-92.97885237,43.67545579,1,9/25/18
MNOP,OP1,240119,NMB,,Cook County North Shore Hospital,55604,2,-90.3422,47.75714,1,9/25/18
MNOP,OP1,240121,NMB,,Mercy Hospital (Moose Lake),55767,2,-92.7778372,46.44148597,1,9/25/18
MNOP,OP1,240122,NMB,,Paynesville Area Health Care System,56362,2,-94.715874,45.373925,1,9/25/18
MNOP,OP1,240123,NMB,,Pipestone County Medical Center,56164,2,-96.3221425,43.99138047,1,9/25/18
MNOP,OP1,240124,NMB,,Redwood Area Hospital,56283,2,-95.10687,44.53662,1,9/25/18
MNOP,OP1,240125,NMB,,Sanford Westbrook Medical Center,56183,2,-95.43894754,44.0452462,1,9/25/18
MNOP,OP1,240127,NMB,,ARNOLD MEMORIAL HOSPITAL,56110,2,-95.938582,43.632558,0,9/25/18
MNOP,OP1,240128,NMB,,Sanford Hospital Luverne,56156,2,-96.210801,43.672605,1,9/25/18
MNOP,OP1,240129,NMB,,Madelia Community Hospital,56062,2,-94.40940256,44.04959429,1,9/25/18
MNOP,OP1,240130,NMB,,Sleepy Eye Medical Center,56085,2,-94.72745283,44.29948715,1,9/25/18
MNOP,OP1,240131,NMB,,ST JOHNS HOSPITAL,55109,2,-93.0342,45.02893,0,9/25/18
MNOP,OP1,240132,NMB,,Unity Hospital (Fridley),55432,2,-93.25703,45.10656,1,9/25/18
MNOP,OP1,240133,NMB,,Meeker Memorial Hospital,55355,2,-94.52810373,45.1199058,1,9/25/18
MNOP,OP1,240137,NMB,,Cuyuna Regional Medical Center,56441,2,-93.944136,46.483999,1,9/25/18
MNOP,OP1,240138,NMB,,Kittson Memorial Healthcare Center,56728,2,-96.940028,48.76726,1,9/25/18
MNOP,OP1,240139,NMB,,Mille Lacs Health System,56359,2,-93.662697,46.073387,1,9/25/18
MNOP,OP1,240141,NMB,,Fairview Northland Medical Center (Princeton),55371,2,-93.58965,45.5582,1,9/25/18
MNOP,OP1,240142,NMB,,CentraCare Health System - Long Prairie,56347,2,-94.86454884,45.97422496,1,9/25/18
MNOP,OP1,240143,NMB,,Madison Hospital,56256,2,-96.18734639,45.01707518,1,9/25/18
MNOP,OP1,240144,NMB,,Lakewood Health System (Staples),56479,2,-94.75156,46.35172,1,9/25/18
MNOP,OP1,240145,NMB,,Tyler Healthcare Center/Avera,56178,2,-96.13088196,44.27247868,1,9/25/18
MNOP,OP1,240146,NMB,,Mayo Clinic Health System Waseca,56093,2,-93.50735378,44.08167686,1,9/25/18
MNOP,OP1,240152,NMB,,FirstLight Health System,55051,2,-93.28978994,45.87414923,1,9/25/18
MNOP,OP1,240153,NMB,,LifeCare Medical Center,56751,2,-95.759722,48.839697,1,9/25/18
MNOP,OP1,240154,NMB,,Essentia Health-Deer River,56636,2,-93.79185,47.34384,1,9/25/18
MNOP,OP1,240155,NMB,,Ely Bloomenson Community Hospital,55731,2,-91.87192,47.90026,1,9/25/18
MNOP,OP1,240157,NMB,,Mayo Clinic Health System St. James,56081,2,-94.622688,43.970047,1,9/25/18
MNOP,OP1,240160,NMB,,MINNEWASKA HOSPITAL,56381,2,-95.5309,45.6135,0,9/25/18
MNOP,OP1,240161,NMB,,Sibley Medical Center,55307,2,-94.08483347,44.60983313,1,9/25/18
MNOP,OP1,240162,NMB,,United Hospital District (Blue Earth),56013,2,-94.09998,43.63418,1,9/25/18
MNOP,OP1,240163,NMB,,Bigfork Valley Hospital,56628,2,-93.64430072,47.74736376,1,9/25/18
MNOP,OP1,240166,NMB,,Mayo Clinic Health System Fairmont,56031,2,-94.450512,43.640015,1,9/25/18
MNOP,OP1,240170,NMB,,Granite Falls Municipal Hospital & Manor,56241,2,-95.54386391,44.80887389,1,9/25/18
MNOP,OP1,240171,NMB,,Windom Area Hospital,56101,2,-95.11505606,43.87740038,1,9/25/18
MNOP,OP1,240172,NMB,,ZUMBROTA COMMUNITY HOSPITAL,55992,2,-92.6729,44.2887,0,9/25/18
MNOP,OP1,240173,NMB,,RC Hospital & Clinics (Olivia),56277,2,-94.97258,44.77466,1,9/25/18
MNOP,OP1,240179,NMB,,Mayo Clinic Health System Springfield,56087,2,-94.97121,44.24663,1,9/25/18
MNOP,OP1,240184,NMB,,DIVINE PROVIDENCE HEALTH CENTER,56142,2,-96.2448,44.4625,0,9/25/18
MNOP,OP1,240187,NMB,,Hutchinson Health,55350,2,-94.37478,44.87564,1,9/25/18
MNOP,OP1,240193,NMB,,ALBANY COMMUNITY HOSPITAL,56307,2,-94.5771,45.6375,0,9/25/18
MNOP,OP1,240196,TX1,,METROPOLITAN MED CTR,55404,2,-93.2634,44.961,0,9/25/18
MNOP,OP1,240199,NMB,,Children's Hospital and Clinics - Minneapolis,55404,2,-93.2634,44.961,0,9/25/18
MNOP,OP1,240200,NMB,,Cook Hospital & C&NC,55723,2,-92.67915,47.85316,1,9/25/18
MNOP,OP1,240205,NMB,,Cass Lake Hospital (IHS),56633,2,-94.60832,47.38415,1,9/25/18
MNOP,OP1,240206,NMB,,Red Lake Hospital (IHS),56671,2,-95.02889675,47.87682497,1,9/25/18
MNOP,OP1,240207,NMB,,Fairview Ridges Hospital (Burnsville),55337,2,-93.27332,44.74818,1,9/25/18
MNOP,OP1,240210,NMB,,St. John's Hospital (Healtheast),55109,2,-93.03418,45.02993,1,9/25/18
MNOP,OP1,240211,NMB,,Lakeside Medical Center,55063,2,-92.96475,45.82395,1,9/25/18
MNOP,OP1,240213,NMB,,Woodwinds Health Campus,55125,2,-92.97661,44.92134,1,9/25/18
MNOP,OP1,240214,NMB,,MAPLE GROVE HOSPITAL,55369,2,-93.480664,45.13266,1,1/26/22
MNOP,OP1,240903,NMB,,Essentia Health- Miller Dwan - Duluth,55805,2,-92.09409,46.79206,1,9/25/18
MNOP,OP1,240906,TX1,,Abbott Northwestern Hospital,55407,2,-93.261427,44.954322,1,9/25/18
MNOP,OP1,240913,NMB,,ABBOTT-NORTHWESTERN HOSP,55407,2,-93.252678,44.940372,0,9/25/18
MNOP,OP1,241300,NMB,,MAHNOMEN HEALTH CENTER,56557,2,-95.9732824,47.3110592,1,10/7/20
MNOP,OP1,242005,NMB,,Regency Hospital of Minneapolis,55422,2,-93.33372,44.9923,1,9/25/18
MNOP,OP1,243300,NMB,,Gillette Children's Specialty Healthcare,55101,2,-93.09497,44.956229,1,9/25/18
MNOP,OP1,243301,NMB,,Children's Hospital and Clinics - St. Paul,55102,2,-93.10742039,44.94261904,1,9/25/18
MNOP,OP1,243302,TX1,,Children's Hospital and Clinics-Minneapolis,55404,2,-93.26184,44.95662,1,9/25/18
MNOP,OP1,244002,NMB,,Anoka Metro Regional Treatment Ctr,55303,2,-93.38114,45.2166,1,9/25/18
MNOP,OP1,244004,NMB,,ST PETER STATE HOSP,56082,2,-93.98196,44.30613,1,10/7/20
MNOP,OP1,244005,NMB,,WILLMAR STATE HOSPITAL,56201,2,-95.0432,45.1167,0,9/25/18
MNOP,OP1,24P001,OP1,,LIFESOURCE/UPPER MIDWEST OPO,55455,,-93.195095,44.964378,0,9/25/18
MNOP,OP1,260048,NMB,,TRUMAN MED CTR,64108,2,-94.57572933,39.08500113,0,9/25/18
MNOP,OP1,260061,NMB,,NEVADA CITY HOSP,64772,2,-94.359876,37.83051,0,9/25/18
MNOP,OP1,340011,NMB,,BLUE RIDGE HOSP SYSTEM,28777,1,-82.06332,35.91129,0,9/25/18
MNOP,OP1,340049,NMB,,MCPHERSON HOSP,27701,1,-78.899063,35.9989,0,9/25/18
MNOP,OP1,350002,NMB,,St. Alexius Medical Center (ND),58501,2,-100.776307,46.807025,1,9/25/18
MNOP,OP1,350003,NMB,,"St. Joseph's Hospital & Health Center (Dickinson, ND)",58601,3,-102.8204516,46.88730857,1,9/25/18
MNOP,OP1,350004,TX1,,DAKOTA HEARTLAND HEALTH SYSTEM,58108,2,-96.8008,46.8518,0,9/25/18
MNOP,OP1,350005,NMB,,First Care Health Center (ND),58270,2,-97.747629,48.399223,1,9/25/18
MNOP,OP1,350006,NMB,,UNIMED,58701,2,-101.2941,48.2308,0,9/25/18
MNOP,OP1,350007,NMB,,ST ANDREWS HOSP,58318,2,-100.446378,48.821372,1,10/7/20
MNOP,OP1,350008,NMB,,CARRINGTON HOSPITAL,58421,2,-99.12354282,47.45352504,1,10/7/20
MNOP,OP1,350009,NMB,,Jamestown Regional Medical Center,58401,2,-98.752487,46.890007,1,9/25/18
MNOP,OP1,350010,NMB,,Heart of America Medical Center,58368,2,-99.99617335,48.36294943,1,9/25/18
MNOP,OP1,350011,NMB,,Sanford Broadway Medical Center,58102,2,-96.785928,46.884965,1,7/30/20
MNOP,OP1,350011,TX1,,Sanford Medical Center Fargo,58104,2,-96.8768,46.84551,1,4/18/19
MNOP,OP1,350012,NMB,,Oakes Community Hospital,58474,2,-98.09034633,46.15092742,1,9/25/18
MNOP,OP1,350013,NMB,,Mercy Hospital (Valley City),58072,2,-97.994774,46.928462,1,9/25/18
MNOP,OP1,350014,NMB,,Towner County Medical Center,58324,2,-99.20958215,48.49205104,1,9/25/18
MNOP,OP1,350015,TX1,,Sanford Bismarck,58501,2,-100.78229,46.80798,1,9/25/18
MNOP,OP1,350016,NMB,,MANDAN HOSPITAL,58554,2,-100.8921,46.8282,0,9/25/18
MNOP,OP1,350017,NMB,,Mercy Medical Center (Williston),58801,2,-103.64563,48.15545,1,9/25/18
MNOP,OP1,350018,NMB,,St. Aloisius Medical Center (ND),58341,2,-99.93315237,47.76763504,1,9/25/18
MNOP,OP1,350019,NMB,,Altru Health System (ND),58201,2,-97.06803,47.90943,1,9/25/18
MNOP,OP1,350021,NMB,,"St. Luke's Hospital (Crosby, ND)",58730,2,-103.2982569,48.90675795,1,9/25/18
MNOP,OP1,350023,NMB,,ST LUKES TRI-STATE HOSP,58623,3,-103.4068094,46.18423646,1,10/7/20
MNOP,OP1,350025,NMB,,MCKENZIE CO MEMORIAL HOSP,58854,2,-103.282321,47.806867,1,10/7/20
MNOP,OP1,350027,NMB,,Sanford Hillsboro Medical Center,58045,2,-97.05587,47.40322,1,9/25/18
MNOP,OP1,35002F,NMB,,Fargo VA Health Care System,58102,2,-96.77287,46.90633,1,9/25/18
MNOP,OP1,350030,NMB,,"Mercy Hospital (Devils Lake, ND)",58301,2,-98.849293,48.115519,1,9/25/18
MNOP,OP1,350035,NMB,,KENMORE COMMUINTY HOSPITAL,58746,2,-102.0844,48.67425,1,10/7/20
MNOP,OP1,350038,NMB,,Pembina County Memorial Hospital,58220,2,-97.6185,48.79231,1,9/25/18
MNOP,OP1,350039,NMB,,SAKAKAWEA MEDICAL CTR,58545,2,-101.6114497,47.29833366,1,10/7/20
MNOP,OP1,350042,NMB,,NORTHWOOD DEACONESS HOSP,58267,2,-97.57409015,47.73439434,1,10/7/20
MNOP,OP1,350043,NMB,,Trinity Health (ND),58702,2,-101.29332,48.23241,1,9/25/18
MNOP,OP1,350044,NMB,,JACOBSON MEMORIAL HOSP,58533,3,-101.8420193,46.40715317,1,10/7/20
MNOP,OP1,350047,NMB,,Unity Medical Center (ND),58237,2,-97.41364538,48.41141337,1,9/25/18
MNOP,OP1,350049,NMB,,ASHLEY MEDICAL CENTER,58413,2,-99.37177478,46.04005874,1,9/25/18
MNOP,OP1,350051,NMB,,Wishek Community Hospital & Clinic (ND),58495,2,-99.55174027,46.25514497,1,9/25/18
MNOP,OP1,350055,NMB,,COMMUNITY HOSP IN NELSON CO,58254,2,-98.1648,47.7767,0,9/25/18
MNOP,OP1,350056,NMB,,Cavalier County Memorial Hospital,58249,2,-98.36622,48.76205,1,9/25/18
MNOP,OP1,350058,NMB,,Linton Hospital (ND),58552,2,-100.2329123,46.27112892,1,9/25/18
MNOP,OP1,350061,NMB,,West River Regional Medical Center (ND),58639,3,-102.6293326,46.00124497,1,10/7/20
MNOP,OP1,350063,NMB,,Quentin N. Burdick Memorial Health Care Facility (IHS),58316,2,-99.74866,48.84334,1,9/25/18
MNOP,OP1,350064,NMB,,Fort Yates Hospital (IHS),58538,2,-100.655228,46.089523,1,10/7/20
MNOP,OP1,350070,NMB,,Essentia Health - Fargo,58103,2,-96.82805,46.83156,1,9/25/18
MNOP,OP1,351300,NMB,,Tioga Medical Center (ND),58852,2,-102.93483,48.40262,1,9/25/18
MNOP,OP1,351301,NMB,,Mountrail County Medical Center,58784,2,-102.380047,48.311442,1,9/25/18
MNOP,OP1,351303,NMB,,Garrison Memorial Hospital,58540,2,-101.4108247,47.64839125,1,9/25/18
MNOP,OP1,351304,NMB,,Community Memorial Hosp (Turtle Lake),58575,2,-100.8942418,47.51796815,1,9/25/18
MNOP,OP1,351306,NMB,,Cooperstown Medical Center,58425,2,-98.11900721,47.44556504,1,9/25/18
MNOP,OP1,351308,NMB,,Nelson County Health Systems,58254,2,-98.17754,47.76583,1,9/25/18
MNOP,OP1,351309,NMB,,Sanford Mayville Medical Center (ND),58257,2,-97.31734867,47.50115372,1,9/25/18
MNOP,OP1,351311,NMB,,CHI Lisbon Health,58054,2,-97.680241,46.437127,1,8/9/21
MNOP,OP1,352004,NMB,,Vibra Hospital of Fargo,58103,2,-96.79768,46.85275,1,9/25/18
MNOP,OP1,352005,NMB,,Vibra Hospital of the Central Dakotas,58554,2,-100.90732,46.8413,1,9/25/18
MNOP,OP1,354003,NMB,,NORTH DAKOTA STATE HOSPITAL,58401,2,-98.68060851,46.88254479,1,10/7/20
MNOP,OP1,354005,NMB,,Stadter Center,58201,2,-97.04845,47.87738,1,9/25/18
MNOP,OP1,430004,NMB,,NORTHERN HILLS GENERAL HOSP,57732,3,-103.72791,44.36986,1,10/7/20
MNOP,OP1,430005,NMB,,Prairie Lakes Hospital (SD),57201,2,-97.12051534,44.91089115,1,9/25/18
MNOP,OP1,430007,NMB,,Madison Community Hospital (SD),57042,2,-97.11736236,43.99302901,1,9/25/18
MNOP,OP1,430008,NMB,,Brookings Hospital,57006,2,-96.767342,44.307757,1,9/25/18
MNOP,OP1,430009,NMB,,BELLE FOURCHE HEALTH CARE CTR,57717,2,-103.8478,44.6652,0,9/25/18
MNOP,OP1,430010,NMB,,ST BERNARDS PROVIDENCE HOSP,57252,2,-96.6323,45.219,0,9/25/18
MNOP,OP1,430011,NMB,,Huron Regional Medical Center (SD),57350,2,-98.21135719,44.36198504,1,9/25/18
MNOP,OP1,430012,NMB,,Avera Sacred Heart Hospital (SD),57078,2,-97.40794,42.8732,1,9/25/18
MNOP,OP1,430013,NMB,,"Avera Queen of Peace Hospital (Mitchell, SD)",57301,2,-98.007883,43.715131,1,9/25/18
MNOP,OP1,430014,NMB,,Avera St. Lukes Hospital,57401,2,-98.47786,45.46121,1,9/25/18
MNOP,OP1,430015,NMB,,"Avera St. Mary's Hospital (Pierre, SD)",57501,2,-100.3420797,44.36118229,1,9/25/18
MNOP,OP1,430016,TX1,,Avera McKennan Hospital (SD),57105,2,-96.71505,43.53386,1,9/25/18
MNOP,OP1,430018,NMB,,Sanford Chamberlain Medical Center,57325,2,-99.327628,43.788416,1,9/25/18
MNOP,OP1,430023,NMB,,Avera Dells Area Hospital (SD),57022,2,-96.71586,43.82868,1,9/25/18
MNOP,OP1,430024,NMB,,Avera DeSmet Memorial Hospital (SD),57231,2,-97.56162878,44.3862714,1,9/25/18
MNOP,OP1,430025,NMB,,FAULK CO MEM HOSP,57438,2,-99.13179406,45.03003497,1,10/7/20
MNOP,OP1,430026,NMB,,PLATTE COMM MEM HOSP,57369,2,-98.83619,43.38453,1,10/7/20
MNOP,OP1,430027,NMB,,"Sanford USD Medical Center (Sioux Falls, SD)",57117,2,-96.74313,43.53572,1,9/25/18
MNOP,OP1,430028,NMB,,Sturgis Regional Hospital (SD),57785,3,-103.5090071,44.40275929,1,9/25/18
MNOP,OP1,430029,NMB,,Sanford Vermillion Medical Center,57069,2,-96.919192,42.777994,1,9/25/18
MNOP,OP1,43002F,NMB,,VA Black Hills Health Care System - Ft. Meade Campus,57741,3,-103.47487,44.41247,1,9/25/18
MNOP,OP1,430031,NMB,,Avera Hand County Memorial Hospital (SD),57362,2,-98.99221235,44.52057503,1,9/25/18
MNOP,OP1,430033,NMB,,Avera St. Benedict Health Center (SD),57366,2,-97.99149,43.3996,1,9/25/18
MNOP,OP1,430034,NMB,,COMMUNITY MEMORIAL HOSPITAL,57469,2,-98.52119,44.87156,1,10/7/20
MNOP,OP1,430036,NMB,,FREEMAN COMMUNITY HOSPITAL,57029,2,-97.43105,43.34794,1,10/7/20
MNOP,OP1,430037,NMB,,"St. Michael's Hospital (Tyndall, SD)",57066,2,-97.86697,42.99136,1,9/25/18
MNOP,OP1,430038,NMB,,LAKE AREA HOSPITAL,57274,2,-97.5215989,45.33839205,1,10/7/20
MNOP,OP1,430040,NMB,,Mobridge Regional Hospital,57601,2,-100.4483342,45.5469,1,9/25/18
MNOP,OP1,430041,NMB,,FLANDREAU MUNICIPAL HOSP,57028,2,-96.591641,44.049586,1,10/7/20
MNOP,OP1,430043,NMB,,Winner Regional Hospital (SD),57580,2,-99.84795117,43.37087503,1,9/25/18
MNOP,OP1,430047,NMB,,Avera Gregory Healthcare Center (SD),57533,2,-99.43529861,43.23697922,1,9/25/18
MNOP,OP1,430048,NMB,,LOOKOUT MEMORIAL HOSPITAL,57783,3,-103.86056,44.49844,1,10/7/20
MNOP,OP1,430049,NMB,,COMMUNITY MEMORIAL HOSPITAL,57380,2,-98.30210407,43.07902204,1,10/7/20
