CTR_CD,CTR_TY,REGION,NAME_PART1,NAME_PART2,ENTIRE_NAME,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP,PROVIDER_NUM,PRIMARY_PROVINCE,PRIMARY_CTRY,OPTN_MBR,ESRD_REGION,CTR_ID
NJTO,OP1: Independent OPO,2,NJ Organ and Tissue Sharing Network,,New Jersey Organ and Tissue Sharing Network OPO,New Providence,NJ,7974,31P001,,USA,1,,411
NJUH,IT1: Hospital Based Lab,2,Tissue Typing Lab,University Hospital,Tissue Typing Laboratory at NJ Univ Hosp,Newark,NJ,7103,310119,,USA,0,,412
NJUH,TX1: Transplant Hospital,2,University Hospital,,University Hospital,Newark,NJ,07103-2406,310119,,USA,1,3,413
NMAQ,IT1: Hospital Based Lab,5,Histo Lab,,Histocompatibility Laboratory at Univ of NM,Albuquerque,NM,87106,320001,,USA,0,,414
NMAQ,TX1: Transplant Hospital,5,University Hospital,Univ of New Mexico HSC,"University Hospital, University of New Mexico Health Sciences Center",Albuquerque,NM,87106-3809,320001,,USA,1,15,415
NMOP,OP1: Independent OPO,5,New Mexico Donor Services,,New Mexico Donor Services,Albuquerque,NM,87102,32P001,,USA,1,,416
NMPH,IT1: Hospital Based Lab,5,Histo Lab,,Histocompatibility Laboratory of Presbyterian Hosp,Albuquerque,NM,87125-6666,320021,,USA,0,,417
NMPH,TX1: Transplant Hospital,5,Presbyterian Hospital,,Presbyterian Hospital,Albuquerque,NM,87106,320021,,USA,1,15,418
NMTL,TT1: Independent Lab,5,TriCore Reference Laboratories,Regional Lab Corporation,Regional Lab Corp/TriCore Reference Laboratories,Albuquerque,NM,87102,32HL01,,USA,1,,419
NVGL,TT1: Independent Lab,5,"Nevada Donor Network, Immunogenetics",,"Nevada Donor Network, Immunogenetics Laboratory in Nevada",Las Vegas,NV,89104,29D653,,USA,1,,420
NVHH,TX1: Transplant Hospital,5,Sunrise Hosp and Medical Center,,Sunrise Hospital and Medical Center,Las Vegas,NV,89109,290003,,USA,0,15,421
NVLV,OP1: Independent OPO,5,Nevada Donor Network,,Nevada Donor Network,Las Vegas,NV,89104,29P001,,USA,1,,422
NVUM,TX1: Transplant Hospital,5,University Med Ctr of Southern NV,,University Medical Center of Southern Nevada,Las Vegas,NV,89102,290007,,USA,1,15,423
NYAL,TT1: Independent Lab,9,Transplantation Immunology Laboratory,at the Albany Medical College,Transplantation Immunology Laboratory of the Albany Medical College,Albany,NY,12208,33HL05,,USA,1,,424
NYAM,IT1: Hospital Based Lab,9,Histo Lab at Albany Med Ctr,,Transplantation Immunology and Histocompatibility Laboratory at Albany,Albany,NY,12208,330013,,USA,0,,425
NYAM,TX1: Transplant Hospital,9,Albany Med Center Hospital,,Albany Medical Center Hospital,Albany,NY,12208,330013,,USA,1,2,426
NYAP,OP1: Independent OPO,9,Ctr for Donation and Transplant,Formerly OPO of Albany Med College,Center for Donation and Transplant,Albany,NY,12203,33P004,,USA,1,,427
NYBC,TX1: Transplant Hospital,9,Childrens Hosp of Buffalo,,Childrens Hospital of Buffalo,Buffalo,NY,14222,333300,,USA,0,2,428
NYBU,IT1: Hospital Based Lab,9,Transplant Immunology Lab,at Buffalo General Hospital,Transplant Immunology Laboratory at Buffalo General Hospital,Buffalo,NY,14203,335375,,USA,0,,429
NYBU,TX1: Transplant Hospital,9,Buffalo General Hosp/Children's Hosp,,Buffalo General Hospital/ Children's Hospital,Buffalo,NY,14203,330005,,USA,0,2,430
NYBU,VA1: Veteran's Hospital,9,Buffalo VA Medical Center,,Buffalo Veterans Administration Medical Center,Buffalo,NY,14215,33012F,,USA,0,,431
NYCP,IT1: Hospital Based Lab,9,Immunogenetics Lab,at Columbia Univ. Med. Ctr.,Immunogenetics Laboratory at Columbia Presbyterian Medical Center,New York,NY,10032-3784,330012,,USA,1,,433
NYCP,TX1: Transplant Hospital,9,New York-Presbyterian/Columbia,,NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,NY,10032,330012,,USA,1,2,434
NYDP,OP1: Independent OPO,9,Gift of Life OPA,,Gift of Life OPA,Woodside,NY,99999,,,USA,0,,435
NYDS,IT1: Hospital Based Lab,9,Transplantation Immunology Lab,Downstate Medical Center,Transplantation Immunology Laboratory at Brooklyn,Brooklyn,NY,11203-2098,330350,,USA,1,,436
NYDS,TX1: Transplant Hospital,9,SUNY Downstate Medical Center,,"State University of New York, Downstate Medical Center",Brooklyn,NY,11203-2098,330350,,USA,1,2,437
NYEC,TX1: Transplant Hospital,9,Erie County Medical Center,,Erie County Medical Center,Buffalo,NY,14215-3098,330219,,USA,1,2,438
NYEL,TT1: Independent Lab,9,Erie County Histo Lab,Erie County Med Center,Erie County Histocompatiblity Laboratory Erie County Medical Center,Buffalo,NY,14215,33HL03,,USA,0,,439
NYFL,IO1: Hospital Based OPO,9,Finger Lakes Donor Recovery Network,,Finger Lakes Donor Recovery Network,Rochester,NY,14623,33P005,,USA,1,,440
NYFL,IT1: Hospital Based Lab,9,Tissue Typing Lab at Strong Mem Hosp,,Tissue Typing Laboratory at Strong Memorial Hospital,Rochester,NY,14642-8410,330285,,USA,1,,441
NYFL,TX1: Transplant Hospital,9,Strong Memorial Hospital,Univ of Rochester Medical Center,"Strong Memorial Hospital, University of Rochester Medical Center",Rochester,NY,14642-8410,330285,,USA,1,2,442
NYIL,TT1: Independent Lab,9,Immunogenetics Lab/ Rogosin Institute,,Immunogenetics Lab / The Rogosin Institute,New York,NY,10021,33HL04,,USA,1,,443
NYMA,IT1: Hospital Based Lab,9,Transplant Immunology Lab,,Transplant Immunology Laboratory at Montefiore Medical Center,Bronx,NY,10467-2490,330059,,USA,1,,444
NYMA,TX1: Transplant Hospital,9,Montefiore Medical Center,,Montefiore Medical Center,Bronx,NY,10467-2490,330059,,USA,1,2,445
NYMS,TX1: Transplant Hospital,9,Mount Sinai Med Center,,Mount Sinai Medical Center,New York,NY,10029,330024,,USA,1,2,446
NYNS,TX1: Transplant Hospital,9,North Shore University Hospital,,North Shore University Hospital/Northwell Health,Manhasset,NY,11030,330106,,USA,1,2,447
NYNY,TX1: Transplant Hospital,9,New York-Presbyterian/Weill Cornell,Medical Center,New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,NY,10065,330101,,USA,1,2,448
NYRC,OP1: Independent OPO,9,American Red Cross,,American Red Cross,Syracuse,NY,13202,33OP04,,USA,0,,449
NYRT,OP1: Independent OPO,9,LiveOnNY,,LiveOnNY,Long Island City,NY,11101,33P003,,USA,1,,450
NYSB,IO1: Hospital Based OPO,9,Long Island Tx Prg,,Long Island Transplant Program,Stony Brook,NY,11794-8192,,,USA,0,,451
NYSB,IT1: Hospital Based Lab,9,Histo and Immunogenetics Lab,Stony Brook University Hospital,Histocompatibility and Immunogenetics Laboratory at Stony Brook,Stony Brook,NY,11794-8192,330393,,USA,1,,452
NYSB,TX1: Transplant Hospital,9,University Hosp of SUNY,,University Hospital of State University of New York at Stony Brook,Stony Brook,NY,11794,330393,,USA,1,2,453
NYSL,TX1: Transplant Hospital,9,St Luke's Roosevelt Hosp Ctr,,St. Luke's Roosevelt Hospital Center,New York,NY,10025,330046,,USA,0,2,454
NYSP,TT1: Independent Lab,9,SUNY HSC Histo Lab at Syracuse,,SUNY Health Science Center at Syracuse Histocompatibility Laboratory,Syracuse,NY,13210,330241,,USA,1,,455
NYUC,TX1: Transplant Hospital,9,NYU Langone Health,,NYU Langone Health,New York,NY,10016,330214,,USA,1,2,456
NYUM,TX1: Transplant Hospital,9,SUNY Upstate Medical University,,State University of New York Upstate Medical University,Syracuse,NY,13210,330241,,USA,1,2,457
NYWC,IT1: Hospital Based Lab,9,Clinical Lab at Westchester,Medical Center,Clinical Laboratory Grasslands Reservation at Westchester Medical Ctr.,Valhalla,NY,10595-1689,330234,,USA,1,,458
NYWC,TX1: Transplant Hospital,9,Westchester Medical Center,The Transplant Center,Westchester Medical Center,Valhalla,NY,10595-1689,330234,,USA,1,2,459
NYWN,OP1: Independent OPO,9,Upstate NY Transplant Svcs,,Upstate New York Transplant Services Inc,Williamsville,NY,14221-6013,33P001,,USA,1,,460
OHAC,TX1: Transplant Hospital,10,Akron City Hospital,Summa Health System,Akron City Hospital,Akron,OH,44309,360020,,USA,0,9,461
OHAL,TT1: Independent Lab,10,Allogen Laboratories,The Cleveland Clinic Foundation,"Allogen Laboratories, The Cleveland Clinic Foundation",Cleveland,OH,44195,36HL07,,USA,1,,462
OHCA,TX1: Transplant Hospital,10,Childrens Hosp Med Ctr of Akron,,Childrens Hospital Medical Center of Akron,Akron,OH,44308-1062,363303,,USA,0,9,463
OHCC,IT1: Hospital Based Lab,10,Histo Lab,,Histocompatibility Laboratory at the Cleveland Clinic,Cleveland,OH,44195,360180,,USA,0,,464
OHCC,TX1: Transplant Hospital,10,Cleveland Clinic Foundation,,The Cleveland Clinic Foundation,Cleveland,OH,44195-0001,360180,,USA,1,9,465
OHCH,TX1: Transplant Hospital,10,Nationwide Children's Hospital,,Nationwide Children's Hospital,Columbus,OH,43205,363305,,USA,1,9,466
OHCM,TX1: Transplant Hospital,10,Children's Hosp Med Ctr,,Children's Hospital Medical Center,Cincinnati,OH,45229-3039,363300,,USA,1,9,467
OHCO,IT1: Hospital Based Lab,10,Tissue Typing Lab,University of Toledo Medical Center,Tissue Typing Laboratory at University of Toledo Medical Center,Toledo,OH,43614-0008,360048,,USA,1,,468
OHCO,TX1: Transplant Hospital,10,University of Toledo Medical Center,,University of Toledo Medical Center,Toledo,OH,43614-2598,360048,,USA,1,9,469
OHLB,OP1: Independent OPO,10,Lifebanc,,Lifebanc,Cleveland,OH,44128-5919,36P002,,USA,1,,470
OHLC,OP1: Independent OPO,10,Life Connection of Ohio,,Life Connection of Ohio,Maumee,OH,43537-9102,36P001,,USA,1,,471
OHLP,OP1: Independent OPO,10,Lifeline of Ohio,,Lifeline of Ohio,Columbus,OH,43212,36P005,,USA,1,,472
OHMV,IO1: Hospital Based OPO,10,Miami Valley Hospital OPO,,Miami Valley Hospital OPO,Dayton,OH,45409-2615,36P004,,USA,0,,473
OHMV,IT1: Hospital Based Lab,10,Community Blood Center,,Community Blood Center HLA Lab,Dayton,OH,45402,36HL06,,USA,0,,474
OHMV,TX1: Transplant Hospital,10,Miami Valley Hosp,,Miami Valley Hospital,Dayton,OH,45409,360051,,USA,0,9,475
OHNW,OP1: Independent OPO,10,Life Connection of NW Ohio,,Life Connection of Northwestern Ohio,Maumee,OH,43537,36P001,,USA,0,,476
OHOU,IT1: Hospital Based Lab,10,Clinical Histo Lab at OSU,,Clinical Histocompatibility Lab at Ohio State University Medical Center,Columbus,OH,43210,360085,,USA,1,,478
OHOU,TX1: Transplant Hospital,10,Ohio State Univ Med Ctr,,Ohio State University Medical Center,Columbus,OH,43210,360085,,USA,1,9,479
OHOV,OP1: Independent OPO,10,LifeCenter Organ Donor Network,,LifeCenter Organ Donor Network,Cincinnati,OH,45202,36P003,,USA,1,,480
OHSE,TX1: Transplant Hospital,10,St Elizabeth Health Ctr,,St. Elizabeth Health Center,Youngstown,OH,44501,360064,,USA,0,9,481
OHTC,TX1: Transplant Hospital,10,The Christ Hospital,,The Christ Hospital,Cincinnati,OH,45219-2906,360163,,USA,1,9,482
OHUC,IT1: Hospital Based Lab,10,Hoxworth Transplantation Lab,,Hoxworth Blood Center Transplantation Immunology Laboratory,Cincinnati,OH,45267-0055,360003,,USA,1,,483
OHUC,TX1: Transplant Hospital,10,University of Cincinnati  Medical Cen,,University of Cincinnati  Medical Center,Cincinnati,OH,45267,360003,,USA,1,9,484
OHUH,IT1: Hospital Based Lab,10,Histo Lab at Univ. Hosp of Cleveland,,Histocompatibility Laboratory at University Hospitals of Cleveland,Cleveland,OH,44106,360137,,USA,1,,485
OHUH,TX1: Transplant Hospital,10,University Hosp of Cleveland,,University Hospitals of Cleveland,Cleveland,OH,44106,360137,,USA,1,9,486
OKBC,TX1: Transplant Hospital,4,Integris Baptist Med Ctr,,Integris Baptist Medical Center,Oklahoma City,OK,73112-4481,370028,,USA,1,13,487
OKCI,TT1: Independent Lab,4,HA Chapman Inst of Med Genetics,,H.A. Chapman Institute of Medical Genetics,Tulsa,OK,74135,376699,,USA,0,,488
OKCM,TX1: Transplant Hospital,4,Children's Hosp of Oklahoma,,Children's Hospital of Oklahoma,Oklahoma City,OK,73104,370093,,USA,0,13,489
OKHM,IO1: Hospital Based OPO,4,Hillcrest Med Ctr OPO,,Hillcrest Medical Center OPO,Tulsa,OK,74104,37P001,,USA,0,,490
OKHM,TX1: Transplant Hospital,4,Hillcrest Med Ctr,,Hillcrest Medical Center,Tulsa,OK,74104,370001,,USA,0,13,491
OKMD,IT1: Hospital Based Lab,4,HLA Lab at OU Medical Center,,HLA Laboratory at OU Medical Center,Oklahoma City,OK,73104,370093,,USA,1,13,492
OKMD,TX1: Transplant Hospital,4,OU Medical Center,,OU Medical Center,Oklahoma City,OK,73104,370093,,USA,1,13,493
OKOP,OP1: Independent OPO,4,LifeShare Transplant Donor Svcs of OK,,LifeShare Transplant Donor Services of Oklahoma,Oklahoma City,OK,73132-5213,37P002,,USA,1,,494
OKSA,IT1: Hospital Based Lab,4,Tissue Typing Lab,,Tissue Typing Laboratory at St Anthony Hosp,Oklahoma City,OK,73102,370037,,USA,0,,495
OKSA,TX1: Transplant Hospital,4,St Anthony Hospital,,St. Anthony Hospital,Oklahoma City,OK,73101,370037,,USA,0,13,496
OKSF,IT1: Hospital Based Lab,4,Histocompatibility Lab at St. Francis,,Saint Francis Hospital Histocompatibility Laboratory,Tulsa,OK,74136-1902,370091,,USA,1,,497
OKSF,TT1: Independent Lab,4,Histo Lab (withdrawn),,Histocompatibility Laboratory at St Francis,Tulsa,OK,74136,370091,,USA,0,,498
OKSF,TX1: Transplant Hospital,4,Saint Francis Hospital,,Saint Francis Hospital,Tulsa,OK,74136,370091,,USA,0,13,499
OKSJ,TX1: Transplant Hospital,4,St. John Medical Center,,St John Medical Center,Tulsa,OK,74104,370114,,USA,1,13,500
ORGS,TX1: Transplant Hospital,6,Legacy Good Samaritan Hosp Med Ctr,,Legacy Good Samaritan Hospital and Medical Center,Portland,OR,97210,380017,,USA,1,16,501
ORPM,TX1: Transplant Hospital,6,Providence Portland Medical Center,,Providence Portland Medical Center,Portland,OR,97213,380061,,USA,0,16,502
ORRC,TT1: Independent Lab,6,Pacific NW Reg Blood Svcs,American Red Cross,Pacific Northwest Regional Blood Services American Red Cross,Portland,OR,97229,388091,,USA,0,,503
ORSV,TX1: Transplant Hospital,6,Providence St. Vincent Medical Center,,Providence St. Vincent Medical Center,Portland,OR,97225,380004,,USA,1,16,504
ORUO,IO1: Hospital Based OPO,6,Pacific NW Transplant Bank,,Pacific Northwest Transplant Bank,Portland,OR,97201-4943,38P001,,USA,1,,505
ORUO,IT1: Hospital Based Lab,6,Lab of Immunogenetics and Tx,Oregon Health &Science University,Laboratory of Immunogenetics and Transplantation at OHSU,Portland,OR,97201-4942,380009,,USA,1,,506
ORUO,TX1: Transplant Hospital,6,Oregon Health and Science University,Portland VA Medical Center,Oregon Health and Science University,Portland,OR,97239-3011,380009,,USA,1,16,507
ORUO,VA1: Veteran's Hospital,6,Portland VA Medical Center,,Portland Veterans Administration Medical Center,Portland,OR,97239-2964,38003F,,USA,0,,508
PAAE,IT1: Hospital Based Lab,2,Immunology and Organ Preservation Lab,Albert Einstein Medical Center,Immunology and Organ Preservation Lab at Albert Einstein Medical Center,Philadelphia,PA,19141,390142,,USA,1,,509
PAAE,TX1: Transplant Hospital,2,Albert Einstein Med Ctr,,Albert Einstein Medical Center,Philadelphia,PA,19141,390142,,USA,1,4,510
PAAG,IT1: Hospital Based Lab,2,Histo Lab /Allegheny General Hospital,,Histocompatibility Laboratory at Allegheny General Hospital,Pittsburgh,PA,15212,390050,,USA,1,,511
PAAG,TX1: Transplant Hospital,2,Allegheny General Hosp,,Allegheny General Hospital,Pittsburgh,PA,15212,390050,,USA,1,4,512
PACH,IT1: Hospital Based Lab,2,Clinical Laboratory Services,Histocompatibility Laboratories,Clinical Laboratory Services at the Childrens Hospital of Pittsburgh,Pittsburgh,PA,15213,39HL01,,USA,0,,513
PACH,TX1: Transplant Hospital,2,UPMC Children's Hosp. of Pittsburgh,Children's Hospital Drive,UPMC Children's Hospital of Pittsburgh,Pittsburgh,PA,15224,393302,,USA,1,4,514
PACP,TX1: Transplant Hospital,2,Childrens Hosp of Philadelphia,,Children's Hospital of Philadelphia,Philadelphia,PA,19104,393303,,USA,1,4,515
PADV,OP1: Independent OPO,2,Gift of Life Donor Program,,Gift of Life Donor Program,Philadelphia,PA,19123,39P001,,USA,1,,516
PAGM,IT1: Hospital Based Lab,2,Tissue Typing Lab,Geisinger Medical Center,Tissue Typing Laboratory at Geisinger Medical Center,Danville,PA,17822,390006,,USA,0,,517
PAGM,TX1: Transplant Hospital,2,Geisinger Medical Center,,Geisinger Medical Center,Danville,PA,17822,390006,,USA,1,4,518
PAHE,IT1: Hospital Based Lab,2,Histo and Clinical Immunology Lab,Hershey Medical Center,Histocompatibility and Clinical Immunology Lab at Hershey Medical Center,Hershey,PA,17033,390256,,USA,1,,519
PAHE,TX1: Transplant Hospital,2,Penn State Milton S Hershey Med Ctr,Pennsylvania State University,Penn State Milton S Hershey Medical Center,Hershey,PA,17033,390256,,USA,1,4,520
PAHH,TX1: Transplant Hospital,2,UPMC Pinnacle,,Pinnacle Health System at Harrisburg Hospital,Harrisburg,PA,17101-8099,390067,,USA,1,4,521
PAHM,IT1: Hospital Based Lab,2,Histocompatibility Lab at Hahnemann,,Histocompatibility Laboratory at Hahnemann University Hospital Tenet,Philadelphia,PA,19102-1192,390051,,USA,0,,522
PAHM,TX1: Transplant Hospital,2,Hahnemann University Hospital,,Hahnemann University Hospital,Philadelphia,PA,19102-1192,390290,,USA,0,4,523
PALH,TX1: Transplant Hospital,2,The Lankenau Hospital,Transplant Program,The Lankenau Hospital,Wynnewood,PA,19096,390195,,USA,1,4,524
PALV,IT1: Hospital Based Lab,2,HLA Lab at Lehigh Valley Hospital,,HLA Lab at Lehigh Valley Hospital,Allentown,PA,18103,390133,,USA,1,,525
PALV,TX1: Transplant Hospital,2,Lehigh Valley Hospital,,Lehigh Valley Hospital,Allentown,PA,18105,390133,,USA,1,4,526
PAPT,TX1: Transplant Hospital,2,Univ of Pittsburgh Med Ctr,Oakland VA Medical Center,University of Pittsburgh Medical Center,Pittsburgh,PA,15213-2582,390164,,USA,1,4,527
PAPT,VA1: Veteran's Hospital,2,Oakland VA Medical Center,,Oakland Veterans Administration Medical Center,Pittsburgh,PA,15213,39012F,,USA,0,,528
PASC,TX1: Transplant Hospital,2,St. Christopher's Hosp for Children,,St. Christopher's Hospital for Children,Philadelphia,PA,19134-1095,393301,,USA,1,4,529
PATF,OP1: Independent OPO,2,Center for Organ Recovery and Educ.,,Center for Organ Recovery and Education,Pittsburgh,PA,15238-2825,39P002,,USA,1,,530
PATJ,IT1: Hospital Based Lab,2,Immunogenetics and Tissue Typing Lab,Thomas Jefferson Univ. Hospital,Immunogenetics and Tissue Typing Lab at Thomas Jefferson Univ. Hospital,Philadelphia,PA,19107-5098,390174,,USA,1,,531
PATJ,TX1: Transplant Hospital,2,Thomas Jefferson Univ Hosp,,Thomas Jefferson University Hospital,Philadelphia,PA,19107,390174,,USA,1,4,532
PATU,IT1: Hospital Based Lab,2,Immunogenetics Lab,Temple University,Temple University Hospital Immunogenetics Laboratory,Philadelphia,PA,19140,390027,,USA,1,,533
PATU,TX1: Transplant Hospital,2,Temple Univ Hospital,,Temple University Hospital,Philadelphia,PA,19140,390027,,USA,1,4,534
PAUP,IT1: Hospital Based Lab,2,Immunology Lab,Univ. of Pennsylvania,Immunology Laboratory at the University of Pennsylvania,Philadelphia,PA,19104,390111,,USA,1,,535
PAUP,TX1: Transplant Hospital,2,The Hosp of the Univ of PA,,Hospital of the University of Pennsylvania,Philadelphia,PA,19104,390111,,USA,1,4,536
PRCC,TX1: Transplant Hospital,3,Cardiovascular Ctr of PR,& the Caribbean,Cardiovascular Center of Puerto Rico and the Caribbean,San Juan,PR,936,400124,PR,PRO,1,3,588
PRLL,OP1: Independent OPO,3,LifeLink of Puerto Rico,"Daimler-Chrysler Building, Suite 100",LifeLink of Puerto Rico,Guaynabo,PR,968,40P002,,USA,1,,589
PRSJ,IT1: Hospital Based Lab,3,Immunogenetics Lab,Auxilo Mutuo Hospital,Immunogenetics Laboratory at Auxilo Mutuo Hospital,Hato Rey,PR,00919-1227,400016,,USA,1,,590
PRSJ,TX1: Transplant Hospital,3,Auxilio Mutuo Hosp,,Auxilio Mutuo Hospital,Hato Rey,PR,00919-1227,400016,,USA,1,3,591
PRTL,TT1: Independent Lab,3,Histo & DNA Laboratory,Univ of Puerto Rico,Histocompatibility & DNA Laboratory / University of Puerto Rico,San Juan,PR,936,408113,,USA,0,,592
RIRH,TX1: Transplant Hospital,1,Rhode Island Hospital,,Rhode Island Hospital,Providence,RI,02903-4970,410007,,USA,1,1,593
SCMU,IT1: Hospital Based Lab,11,MUSC Tissue Typing Lab,Univ of South Carolina,Tissue Typing Laboratory at the Medical University of South Carolina,Charleston,SC,29425-0777,420004,,USA,1,,594
SCMU,TX1: Transplant Hospital,11,Medical Univ of SC,,Medical University of South Carolina,Charleston,SC,29425-0777,420004,,USA,1,6,595
SCOP,OP1: Independent OPO,11,We Are Sharing Hope SC,,We Are Sharing Hope SC,Charleston,SC,29405,42P001,,USA,1,,596
SCPH,TX1: Transplant Hospital,11,Providence Hosp,,Providence Hospital,Columbia,SC,29204,,,USA,0,6,597
SCRM,IT1: Hospital Based Lab,11,Immunogenetics Lab,,Immunogenetics Laboratory at Richland Memorial Hospital,Columbia,SC,29203,420018,,USA,0,,598
SCRM,TX1: Transplant Hospital,11,Richland Memorial Hosp,,Richland Memorial Hospital,Columbia,SC,29203,420018,,USA,0,6,599
SDMK,TX1: Transplant Hospital,7,Avera McKennan Hosp,South Dakota Renal Transplant Center,Avera McKennan Hospital,Sioux Falls,SD,57105,430016,,USA,1,11,600
TNBM,TX1: Transplant Hospital,11,Baptist Memorial Hosp,,Baptist Memorial Hospital,Memphis,TN,38120-2113,440048,,USA,1,8,602
TNDL,TT1: Independent Lab,11,DCI Laboratory - Nashville,,DCI Laboratory - Nashville,Nashville,TN,37203,44HL01,,USA,1,,603
TNDS,OP1: Independent OPO,11,Tennessee Donor Svcs,,Tennessee Donor Services,Nashville,TN,37228,44P001,,USA,1,,604
TNEL,TT1: Independent Lab,11,DCI Lab at Erlanger Med Ctr,,DCI Laboratory at Erlanger Medical Center,Chattanooga,TN,37403,44HL04,,USA,0,,605
TNEM,TX1: Transplant Hospital,11,Erlanger Med Ctr,,Erlanger Medical Center,Chattanooga,TN,37403,440104,,USA,1,8,606
TNET,OP1: Independent OPO,11,Life Resources Reg Donor Ctr,,Life Resources Regional Donor Center,Johnson City,TN,37604,44P002,,USA,0,,607
TNJC,TX1: Transplant Hospital,11,Johnson City Med Ctr Hosp,Mountain States Health Alliance,Johnson City Medical Center Hospital,Johnson City,TN,37604-6094,440063,,USA,0,8,608
TNLB,TX1: Transplant Hospital,11,Le Bonheur Children's Med Ctr,,Le Bonheur Children's Medical Center,Memphis,TN,38103,443301,,USA,1,8,609
TNMH,TX1: Transplant Hospital,11,Methodist University Hospital,Methodist LeBonheur TX Institute,Methodist University Hospital,Memphis,TN,38104,440049,,USA,1,8,610
TNML,TT1: Independent Lab,11,Mid-South Transplant Fndn Lab,,Mid-South Transplant Foundation Histocompatibility Laboratory,Memphis,TN,38108,44HL02,,USA,1,,611
TNMS,OP1: Independent OPO,11,Mid-South Transplant Foundation,,Mid-South Transplant Foundation,Cordova,TN,38018,44P003,,USA,1,,612
TNPV,TX1: Transplant Hospital,11,Centennial Medical Center,,Centennial Medical Center,Nashville,TN,37203,440161,,USA,0,8,613
TNRE,TT1: Independent Lab,11,Gene Proof Technologies,,Gene Proof Technologies,Nashville,TN,37214,44HL03,,USA,0,,614
TNST,TX1: Transplant Hospital,11,St. Thomas Hospital,,Saint Thomas Hospital,Nashville,TN,37205,440082,,USA,1,8,615
TNUK,IT1: Hospital Based Lab,11,Transplant Lab at the Univ of TN,University of Tennessee,Transplant Laboratory at the University of Tennessee,Knoxville,TN,37920-6999,440015,,USA,0,,616
TNUK,TX1: Transplant Hospital,11,Univ of Tennessee Med Ctr,,University of Tennessee Medical Center at Knoxville,Knoxville,TN,37920,440015,,USA,1,8,617
TNUT,TX1: Transplant Hospital,11,Univ of Tennessee Med Center,William F Bowld Medical Hospital,William F Bowld Hospital University of Tennessee Medical Center,Memphis,TN,38103-2898,440166,,USA,0,8,618
TNVU,IT1: Hospital Based Lab,11,VA Med Ctr Tissue Typing Lab,,VA Medical Center Tissue Typing Laboratory,Nashville,TN,37232,44018F,,USA,0,,619
TNVU,TX1: Transplant Hospital,11,Vanderbilt Univ Med Ctr,,Vanderbilt University Medical Center,Nashville,TN,37232,440039,,USA,1,8,620
TNVU,VA1: Veteran's Hospital,11,Nashville VA Medical Center,,Nashville Veterans Administration Hospital,Nashville,TN,37212,44018F,,USA,0,,621
TXAD,IO1: Hospital Based OPO,4,Central Texas Organ Program,,Central Texas Organ Program,Austin,TX,78701-1996,45P001,,USA,0,,623
TXAD,IT1: Hospital Based Lab,4,Brackenridge Hospital Histo Lab,,Histocompatibility Laboratory at Brackenridge Hospital,Austin,TX,78701-1996,450124,,USA,0,,624
TXAD,TX1: Transplant Hospital,4,Brackenridge Hospital,University Medical Ctr Brackenridge,Brackenridge Hospital,Austin,TX,78701-1996,450124,,USA,0,14,625
TXBA,TX1: Transplant Hospital,4,Brooke Army Med Ctr,,Brooke Army Medical Center,Fort Sam Houston,TX,78234-6347,45069F,,USA,0,14,626
TXBC,IO1: Hospital Based OPO,4,Univ of Texas San Antonio OPO,,University of Texas HSC at San Antonio OPO,San Antonio,TX,78229,,,USA,0,,627
TXBC,IT1: Hospital Based Lab,4,Histo Lab at Univ of TX,,Histocompatibility Laboratory at Univ of TX,San Antonio,TX,78229,45HL05,,USA,0,,628
TXBC,TX1: Transplant Hospital,4,University Hospital,Univ of Texas Health Science Center,"University Hospital, University of Texas Health Science Center",San Antonio,TX,78229-4493,450213,,USA,1,14,629
TXCF,TX1: Transplant Hospital,4,Cook Children's Med Ctr,,Cook Children's Medical Center,Fort Worth,TX,76104,453300,,USA,1,14,630
TXCH,TX1: Transplant Hospital,4,Methodist Children's Hosp of S. Texas,,Methodist Children's Hospital of South Texas,San Antonio,TX,78229,450388,,USA,0,14,631
TXCM,TX1: Transplant Hospital,4,Children's Med Ctr of Dallas,,Children's Medical Center of Dallas,Dallas,TX,75235,453302,,USA,1,14,632
TXCT,TX1: Transplant Hospital,4,Seton Medical Center Austin,,Seton Medical Center Austin,Austin,TX,78705-1056,450056,,USA,1,14,633
TXDM,TX1: Transplant Hospital,4,North Austin Medical Center,,North Austin Medical Center,Austin,TX,78758,450809,,USA,1,14,634
TXFW,IO1: Hospital Based OPO,4,Tarrant County OPO,Harris Methodist Fort Worth,Tarrant County OPO,Fort Worth,TX,76104,45P005,,USA,0,,635
TXFW,TX1: Transplant Hospital,4,TX Health Harris Meth. Ft Worth Hosp,,Texas Health Harris Methodist Fort Worth Hospital,Fort Worth,TX,76104,459811,,USA,1,14,636
TXGC,OP1: Independent OPO,4,LifeGift Organ Donation Ctr,,LifeGift Organ Donation Center,Houston,TX,77054,45P003,,USA,1,,637
TXGV,TX1: Transplant Hospital,4,Baylor Med Ctr Grapevine,,Baylor Medical Center Grapevine,Grapevine,TX,76051,450563,,USA,0,14,638
