NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,f. stress tests, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , 6 , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19 ,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
,e. oral surgery, -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
,f. other , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 21 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25 ,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
,e. P E tubes, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,
,f. other, -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 ,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,b. other elective procedures, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 27 , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 35 ,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 ,,,,,,,,,,
,i. pulmonary, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,k. edocrinology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 ,,,,,,,,,,
,l. rheumatology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,m. podiatry, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,o. other, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 22 ,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. other orthopedic, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 ,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. other, -   , -   , 10 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11 ,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 ,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 55 ,,,,,,,,,,
,d. circumcisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c. colonoscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. hernia repair, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,e. urology/cystoscopy, -   , -   , -   , -   , -   ,, -   , -   , -   , -   , -   , -   , -   , -   , 20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 20 ,,,,,,,,,,
,f. Other , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 ,,,,,,,,,,
TOTAL,, -   , -   , 27 , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 , 198 , -   , 22 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 267 ,,,,,,,,,,
Other (Explanations):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Plains Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Great Plains Area Indian Health Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", 6 , -   , -   , 8 , 22 , -   , -   , -   , -   , -   , -   , 36 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 36 ,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,g. Cardiology Consults, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , 2 , -   , 2 , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   ,, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,"f. other (consults, etc.)", 1 , -   , 1 , 10 , 30 , -   , -   , -   , -   , -   , -   , 42 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 42 ,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , 11 , -   , 2 , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 ,,,,,,,,,,,,,,,,,
,b. other elective procedures, 4 , -   , 4 , 1 , 4 , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 ,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, 4 , -   , 1 , 5 , 5 , -   , -   , -   , -   , -   , -   , 15 , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 16 ,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , 1 , 3 , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , 2 , 3 , 1 , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 ,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,g. oncology, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, 3 , -   , 1 , 1 , 25 , -   , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 ,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , 5 , 8 , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 ,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, 2 , -   , 2 , 40 , 17 , -   , -   , -   , -   , -   , -   , 61 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 61 ,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , 3 , 1 , 4 , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 ,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , -   , 1 , 3 , 14 , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 ,,,,,,,,,,,,,,,,,
,m. podiatry, -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 ,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,o. other, 271 , -   , 5 , 2 , 218 , -   , -   , -   , -   , -   , -   , 496 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 496 ,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , 3 , -   , 2 , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 ,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   ,, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic(Consults), 2 , -   , -   , 2 , 3 , -   , -   , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 ,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 ,,,,,,,,,,,,,,,,,
,c. other orthopedic (Consults), 8 , -   , 10 , 28 , 195 , -   , -   , -   , -   , -   , -   , 241 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 241 ,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, 2 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 ,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. other, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 ,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,
,c. colonoscopy, 1 , -   , -   , 1 , 11 , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 ,,,,,,,,,,,,,,,,,
,d. hernia repair, 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, 1 , -   , 3 , -   , 6 , -   , -   , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 ,,,,,,,,,,,,,,,,,
,f. Other  (Consults), 3 , -   , 6 , 2 , 56 , -   , -   , -   , -   , -   , -   , 67 , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 68 ,,,,,,,,,,,,,,,,,
TOTAL,, 311 , -   , 65 , 116 , 647 , -   , -   , -   , -   , -   , -   ," 1,139 ", 2 , -   , -   , -   , -   , -   , -   , -   , 2 ," 1,141 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nashville Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville Area,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
